Timestamp,Soil_Moisture(%),Irrigation_Amount(mm/day),Rainfall(mm/day),Reference_Evapotranspiration(mm/day),Crop_Coefficient,Temperature(°C),Humidity(%),Wind_Speed(m/s),Solar_Radiation(MJ/m²)
2010-04-12,27.404416372401627,0.0,0.0,0.9852653238440874,0.65,31.838768574917534,55.60643409750201,2.711582530782832,22.828925495217106
2010-04-13,24.170206954192015,0.0,0.0,1.0972617354876681,0.45,32.75310877104494,43.409899140093145,1.6343734887454144,25.90044945723942
2010-04-14,26.31801045014545,0.0,6.519765588496847,0.5,0.65,30.556556787739854,66.79447346350418,0.6750012322559886,19.226289485675178
2010-04-15,28.779339148795813,0.0,7.563645743554621,0.6818877223541892,0.85,34.609487386221296,64.60084121549376,1.5769476980052497,20.873555950176698
2010-04-16,30.809317582341578,0.0,7.0438831312337955,0.5,0.75,28.34091013354659,80.32235579354186,0.46664749715440657,25.15545370082521
2010-04-17,26.223915413033087,0.0,0.0,0.9447181308612089,0.95,36.64807914458043,60.494912253116155,3.0876906852510384,19.467987344279745
2010-04-18,22.78990505166225,0.0,0.0,0.9548456706676809,0.85,30.369271280570935,62.81016650620111,4.34446527866799,14.716430869975355
2010-04-19,31.614787867393627,13.47568260541089,0.0,0.5391644518487,0.65,29.48794319071682,76.0014971774172,1.108537861637094,28.57202821833964
2010-04-20,31.599921892034533,0.0,6.5939693464663724,1.0686787234987158,0.55,31.64537505872867,45.58505955959956,3.3865946118165793,18.12094214265145
2010-04-21,31.320240945455765,0.0,6.45257653899775,1.3803268047231398,0.55,28.527881650493665,32.67612680765451,4.267906544168801,20.63502420375017
2010-04-22,32.17833830748201,0.0,7.694802865153278,1.0543999776017605,0.75,33.07102318138662,58.0014108869259,2.9959375097274754,24.62402667780451
2010-04-23,31.414017531260704,0.0,6.349666023982943,0.7105081398408508,0.95,28.682000516387316,33.66049796178394,0.5839585576241317,17.566024385075192
2010-04-24,26.812816298921547,0.0,0.0,0.6142866627193242,0.65,33.64985732447397,91.80908009388085,3.579317331993755,15.96852834711148
2010-04-25,23.571783803759157,0.0,0.0,0.746334487026981,0.75,37.322939916488316,76.83247438118414,2.9180295828532943,21.014949187099333
2010-04-26,29.904714242881397,7.341636656514137,3.566290215281522,0.5,0.45,27.579227826553073,87.4596449995237,2.765243027098717,12.827694408350443
2010-04-27,33.90382028337597,9.010859840749733,0.0,0.7878275292406556,0.85,30.453169014466305,55.93670464994694,2.179744131359303,18.848375692528318
2010-04-28,33.4081758738585,0.0,8.317191158014808,0.9228678603533389,0.45,33.340211588423955,63.25860390552397,3.130181139411062,20.980154657261625
2010-04-29,26.91138283782455,0.0,0.0,1.0906246240985866,0.55,28.779106132442056,48.10786852071034,3.76472686267044,18.920192412699343
2010-04-30,23.161638154129587,0.0,0.0,1.245419294014716,0.85,33.202176030428255,68.24387208380128,6.585972201503774,13.826196227257011
2010-05-01,25.310633200729114,6.0264510367870905,0.0,1.4607211539034253,0.45,33.57711634299405,36.76685181923415,3.1684981025808074,26.37671182481605
2010-05-02,34.01295844346705,14.40813105347922,0.0,1.8427687866299902,0.55,36.13337206856474,16.85360215787832,5.2667117400190095,20.414152615796702
2010-05-03,36.32097408235269,7.858292191270888,4.358635363296579,1.2942048097053167,0.95,27.601471050074554,43.1393407076715,3.536632625140315,25.724608471046963
2010-05-04,30.63535742417303,0.0,4.220971140748953,1.0633712083146327,0.45,25.829345496345894,33.167897865740265,2.85070750852837,18.95985499927822
2010-05-05,26.512582412561805,0.0,0.0,0.6855543541931182,0.85,28.914603625711912,77.16890104239303,3.2228212915669388,16.479952073236944
2010-05-06,26.91260874385747,0.0,4.368379430069123,0.5,0.45,25.52049309645087,82.23516182620475,1.1673954454612359,21.07672368102064
2010-05-07,23.151687795945914,0.0,0.0,1.2584236159127133,0.85,33.08603300747658,33.956063913803334,3.4587904061280565,19.13685149468712
2010-05-08,29.927601996315914,10.960097623487751,0.0,0.5,0.45,24.356624013577104,74.37573411281859,0.0119024027679413,15.288954168034568
2010-05-09,31.878471813237276,6.522200289507182,0.0,0.8003203060375397,0.75,41.72988155447289,69.27077475251156,1.7060004631672023,25.87913703514998
2010-05-10,26.119499590875076,0.0,0.0,1.223443348537386,0.95,36.44146794569491,31.453349729216853,3.164764639700716,17.510919108424016
2010-05-11,23.025435579180087,0.0,0.0,1.0713645613499578,0.45,29.91937739878872,49.14598703602573,4.790973409768267,12.638934460817726
2010-05-12,25.44904390325423,0.0,7.251334695530012,1.5829980881230235,0.45,34.085812878660285,46.297544168132205,5.1459365954975915,25.31266421582933
2010-05-13,36.688922070046765,13.027966550383205,4.2856848871674345,0.6710035681111187,0.75,21.45487680635147,66.219930979408,2.645180130538598,17.982807936749506
2010-05-14,30.207707959756824,0.0,3.8582150038777754,1.253257461197316,0.55,42.14353493231788,36.568309736424794,3.2335759792956615,17.568704429537505
2010-05-15,26.200191261709143,0.0,0.0,0.977605802652211,0.85,26.46114704748351,53.51691061510776,4.476543704373042,12.938449651880104
2010-05-16,22.964004100892353,0.0,0.0,0.9479508225321207,0.65,28.693088471368082,44.71098244075573,1.0057596417106218,26.963765946387962
2010-05-17,26.069823537032203,6.863446672636848,0.0,0.7849269554767899,0.55,19.897102700817438,62.10011775077715,3.6071212579732554,14.84207765116125
2010-05-18,27.992010429392675,0.0,6.96494483048637,0.8171051491777483,0.85,31.487272624776253,51.74811952468106,1.7581606989512863,20.2337979228226
2010-05-19,29.054102844285907,0.0,5.751735222236681,1.0055732418778003,0.45,23.40109148348423,46.971314440894076,2.742262432984922,23.65048129016176
2010-05-20,36.77625690170099,13.093843910612362,0.0,0.9130963312306095,0.55,29.31601290260031,51.80055136551883,2.311465124258527,21.686867732012388
2010-05-21,27.70515220308366,0.0,0.0,0.6917474048255373,0.45,25.95926647751265,85.54064249260168,3.6530371905722214,19.761382752031235
2010-05-22,24.44383906068986,0.0,0.0,0.892359858337155,0.55,23.162843897439135,48.746505458209164,3.8254555110136352,13.193336566850334
2010-05-23,26.98102441300976,0.0,7.480681635895477,1.14353085187768,0.55,24.39873962355255,39.3849217257432,4.336618016096096,16.761100656930864
2010-05-24,27.50424115571717,0.0,5.106970095865957,0.936782135217046,0.65,29.416568316385952,63.75150353733948,3.5222982426966727,20.75120135217009
2010-05-25,29.900931605698066,0.0,7.712797588646945,0.8499781679101259,0.75,21.745391135289157,52.84712995865565,3.2574806549533446,16.851303720052016
2010-05-26,26.06709029681894,0.0,0.0,1.5340875423805789,0.55,24.272182277131343,33.77149103700291,5.7810357006579025,20.81343783999507
2010-05-27,30.90036292466809,9.017625479448292,0.0,0.5,0.45,31.194219429247124,88.47244502803699,0.7134613947042343,22.726973635260567
2010-05-28,26.069661415829486,0.0,0.0,1.639066189031889,0.65,40.75012205341481,49.71281581620028,5.543414790193859,23.850011543200406
2010-05-29,32.18083312533251,10.77757016570403,0.0,0.8050850722953715,0.55,29.983836721866794,49.33195819057973,2.565267136697405,15.095282568749266
2010-05-30,31.050453487062775,0.0,6.116417436892,1.1519794125414684,0.75,22.866096174520077,57.39753027862146,3.856337379552458,28.786584219915817
2010-05-31,26.889636398845905,0.0,0.0,0.5954036093633629,0.45,25.47172963125778,80.95175153813258,2.5115104791095986,23.069917378216523
2010-06-01,23.34815647483028,0.0,0.0,1.3115635140477437,0.65,27.31856894092142,29.803820102215067,1.946187555672561,27.994857538992807
2010-06-02,26.542849742994704,7.697087807579375,0.0,1.1917832009353155,0.85,25.26529338127922,59.1397877413081,3.7268657891913426,31.26860974922992
2010-06-03,34.73445962133233,13.82776456421144,0.0,0.9554789757290842,0.95,31.378017904771568,86.30908242690441,4.5631924629216645,35.0
2010-06-04,26.891675875064973,0.0,0.0,1.0913240908465003,0.75,27.79896249180976,56.930930211094726,3.7095119324511074,23.68383969682939
2010-06-05,23.093956863474354,0.0,0.0,1.3041781459813229,0.85,31.098328859633938,36.469990310447805,2.1868263199756766,27.32421207252594
2010-06-06,19.239455628056056,0.0,0.0,1.8177712342010124,0.85,24.832968892016805,45.72404720559021,8.417025094223504,20.864705020380015
2010-06-07,27.103037019981016,12.5986844385494,0.0,1.4174689508252656,0.65,32.877504498301825,58.103237946351854,4.797860506299378,28.577954597944075
2010-06-08,30.99056695177331,8.542739639542347,0.0,1.020761630493233,0.65,25.26113166674849,74.96205873459793,4.400013456310879,29.09618272577542
2010-06-09,35.72739934038735,10.85364043088831,0.0,0.9950462594364851,0.65,21.079953420874713,49.90996233375909,2.470553653886694,27.882513653671722
2010-06-10,27.144290636309893,0.0,0.0,0.8409638408802451,0.85,36.663681557250754,67.39977696148648,2.062251317566441,26.03639928700507
2010-06-11,23.517525558991345,0.0,0.0,0.9603536986184855,0.95,16.49224857249209,33.46946759429666,2.580241386235591,21.851456451435023
2010-06-12,20.45637732810777,0.0,0.0,1.5764348332987623,0.45,21.762429500182698,33.34422445607418,4.622109816588725,29.120601050235305
2010-06-13,23.104462935014958,6.289884590256577,0.0,1.0041208646155768,0.65,22.15894556309333,47.75798966972576,1.514093494386258,32.36630345174598
2010-06-14,25.956788943509935,6.604722905878054,0.0,0.6016562239998314,0.75,37.67260177464108,76.57043082809894,1.3976942528185246,26.226944632799704
2010-06-15,31.276794803539264,10.336776205871974,0.0,1.3393461855551596,0.65,34.00142261346746,56.03311959270654,3.8093213000415274,29.320179787069435
2010-06-16,35.872820545629665,11.405987667313529,0.0,1.0671454653870762,0.95,32.27194747020315,59.34716793349929,3.4787946669631804,23.29556705973985
2010-06-17,27.33549583594963,0.0,0.0,0.8391188398381904,0.65,22.98336161539842,59.17119393360291,1.8445296931636563,29.37163919107754
2010-06-18,23.955605457375945,0.0,0.0,0.6803587315565524,0.95,36.60111182401823,71.63811973880095,1.3631946323771629,26.81985310676603
2010-06-19,20.599856513648522,0.0,0.0,1.4772129199843493,0.65,26.144816721510978,45.84668961193219,5.156845490052648,25.712746148191258
2010-06-20,26.66909397030798,10.574317137289926,0.0,1.010525245496617,0.85,29.021526005913575,65.32427662732348,3.535506637949343,25.718909076351608
2010-06-21,28.11978721225575,0.0,6.629317133347017,0.899352853717577,0.95,24.8652058034668,42.53676004217305,0.9546962044079512,26.81916525390097
2010-06-22,34.08777647294621,10.594079978724746,0.0,0.5,0.45,23.550333000639366,84.7490898388114,1.059561695876559,29.147299947077606
2010-06-23,26.961646255167743,0.0,0.0,1.0023387934987538,0.65,22.369176759753277,42.99413343554966,2.457732041324296,24.06351039641345
2010-06-24,23.12918523579234,0.0,0.0,1.3368192868925055,0.85,22.409792002102936,41.764160453820686,4.09926271049645,26.808654005296443
2010-06-25,20.780490193254757,0.0,1.056136268421133,1.1038382936989344,0.75,26.3299400179162,63.24504720232074,3.89251320316242,27.875584666002556
2010-06-26,31.838849804080905,12.422901409026714,4.177901193934732,1.2366299177158386,0.45,24.95258906509389,56.196826471484854,4.6975178055018265,24.70288232640442
2010-06-27,38.56763632817942,14.024074807633598,0.0,0.73959379873091,0.85,22.788010647153577,59.90278609391402,0.7644752888088036,33.38999560502505
2010-06-28,27.253559459897623,0.0,0.0,1.085879988767676,0.95,30.321484755828905,58.40970693238477,3.335770034669485,25.439513559815975
2010-06-29,23.846345386305337,0.0,0.0,1.239742050186405,0.55,7.768367429954278,38.64411701788842,5.138865498482041,25.99168925909953
2010-06-30,20.706937899729237,0.0,0.0,1.0063639305940888,0.75,24.97965856965128,79.20038393619225,4.999202595714149,25.065076150532505
2010-07-01,26.953883628102066,8.875975454678548,2.0911436798076277,1.0603965039823082,0.75,25.846877935566226,68.40313308833665,3.538364972119029,33.39544026141435
2010-07-02,32.32369731161109,10.369332954610385,0.0,1.3613290274538175,0.55,27.820884310162732,75.38424926900674,6.522027762980814,29.658715685798445
2010-07-03,38.176909793923336,13.930239843794393,0.0,1.1909984353453629,0.85,21.589572825846307,47.07503666334364,3.9139276746237894,25.190223981269074
2010-07-04,27.163169832437248,0.0,0.0,1.2510195725308884,0.85,22.781415934648457,61.24785317072757,4.564119949262015,31.318694676579906
2010-07-05,23.42791562065183,0.0,0.0,1.0725655037280983,0.95,26.4995195865283,57.96052693352037,3.0666718781632603,28.602096082866634
2010-07-06,20.55432026646677,0.0,0.0,0.707738389493167,0.75,28.853699247742973,71.92003939302262,1.8285370607335694,28.771760263334507
2010-07-07,26.20718260704353,9.642786565389732,0.0,0.5742049568915699,0.85,19.723455281771532,72.40372197744429,1.6871861988318808,26.966568373742643
2010-07-08,31.074638689908316,9.451489565005845,0.0,0.9919850667015067,0.55,22.38951141746581,57.89576204437172,3.27242282219163,25.75175203912908
2010-07-09,36.679726363802466,12.66514457135668,0.0,1.466873323925833,0.85,29.276279750526843,32.230733022351224,2.6827469897246896,29.013298297163804
2010-07-10,27.62695895457037,0.0,0.0,0.5,0.75,10.092382846079936,81.69492830631533,0.3471214951297781,26.36473831001323
2010-07-11,24.78229529415216,0.0,0.6967993047883658,0.7112555806499397,0.85,17.09194503172833,63.33981150535209,1.4613096226113882,33.45026688872532
2010-07-12,22.167744800186703,0.0,0.45636184448648964,1.0635385509224593,0.45,27.701109763629653,45.87344437913287,2.5223946389188603,24.192126684270686
2010-07-13,23.25668244272231,0.0,5.322603461216309,1.2477099515599177,0.55,25.66502331078589,61.098132074000425,4.090919063905739,32.608470318564834
